precision,recall,threshold
0.4944649446494465,1.0,2.4942315576481633e-05
0.4962962962962963,1.0,2.5002505935844965e-05
0.49814126394052044,1.0,2.5665605789981782e-05
0.5,1.0,2.5727422325871885e-05
0.50187265917603,1.0,2.8287146051297896e-05
0.5037593984962406,1.0,2.9259750590426847e-05
0.5056603773584906,1.0,3.0389297535293736e-05
0.5075757575757576,1.0,3.163807559758425e-05
0.5095057034220533,1.0,3.26280714944005e-05
0.5114503816793893,1.0,3.5685181501321495e-05
0.5134099616858238,1.0,3.8670954381814227e-05
0.5153846153846153,1.0,4.0696289943298325e-05
0.5173745173745173,1.0,4.071481816936284e-05
0.5193798449612403,1.0,4.102318052900955e-05
0.5214007782101168,1.0,4.2273626604583114e-05
0.5234375,1.0,4.4275318941799924e-05
0.5254901960784314,1.0,4.7204190195770934e-05
0.5275590551181102,1.0,4.8316491302102804e-05
0.5296442687747036,1.0,4.8418063670396805e-05
0.5317460317460317,1.0,5.242171755526215e-05
0.5338645418326693,1.0,5.259097451926209e-05
0.536,1.0,5.430254168459214e-05
0.5381526104417671,1.0,5.582032827078365e-05
0.5403225806451613,1.0,5.7614837714936584e-05
0.5425101214574899,1.0,5.910488107474521e-05
0.5447154471544715,1.0,6.281380774453282e-05
0.5469387755102041,1.0,6.94892878527753e-05
0.5491803278688525,1.0,7.4924566433765e-05
0.551440329218107,1.0,7.52066625864245e-05
0.5537190082644629,1.0,7.521901716245338e-05
0.5560165975103735,1.0,7.742013258393854e-05
0.5583333333333333,1.0,8.331285789608955e-05
0.5606694560669456,1.0,8.383506792597473e-05
0.5630252100840336,1.0,8.67723865667358e-05
0.5654008438818565,1.0,0.00010363154433434829
0.5677966101694916,1.0,0.00010384632332716137
0.5702127659574469,1.0,0.00011339876800775528
0.5726495726495726,1.0,0.00012097677972633392
0.575107296137339,1.0,0.00012116544530726969
0.5775862068965517,1.0,0.00012253975728526711
0.5800865800865801,1.0,0.00012331474863458425
0.5826086956521739,1.0,0.0001273281086469069
0.5851528384279476,1.0,0.00012857424735557288
0.5877192982456141,1.0,0.00013025043881498277
0.5903083700440529,1.0,0.00014266559446696192
0.5929203539823009,1.0,0.00014383373491000384
0.5955555555555555,1.0,0.00014776570606045425
0.5982142857142857,1.0,0.0001487450790591538
0.600896860986547,1.0,0.00015592727868352085
0.6036036036036037,1.0,0.00016878850874491036
0.6063348416289592,1.0,0.0001693163503659889
0.6090909090909091,1.0,0.00017067784210667014
0.6118721461187214,1.0,0.00017297115118708462
0.6146788990825688,1.0,0.00018037531117442995
0.6175115207373272,1.0,0.0001903525844682008
0.6203703703703703,1.0,0.0001911165745696053
0.6232558139534884,1.0,0.00019929386326111853
0.6261682242990654,1.0,0.00021801263210363686
0.6291079812206573,1.0,0.00022643047850579023
0.6320754716981132,1.0,0.00024326576385647058
0.6350710900473934,1.0,0.0002576569968368858
0.638095238095238,1.0,0.00027078329003416
0.6411483253588517,1.0,0.00028781549190171063
0.6442307692307693,1.0,0.00029629722121171653
0.6473429951690821,1.0,0.000320418766932562
0.6504854368932039,1.0,0.00032331247348338366
